PL_Code,Description,Active_Months,Months_With_Demand,Months_Without_Demand,Mean_Monthly_Demand,Demand_Variance,Std_Deviation,CV,CV2,ADI,Intermittency_Pct,Demand_Class
771600011349,"Pidilite WD-40, Multiple Maintenance Spray - 420 ml (341g)",14,5,9,3.5714,106.7253,10.3308,2.8926,2.132,2.8,64.29,Lumpy
78010512,"GLASS TUMBLER 260 ML CAPACITY WITH IR"" TOTEM OF RDSO SKETCH 68060 ALT.2.",50,2,48,0.44,4.7412,2.1774,4.9487,0.0,25.0,96.0,Intermittent
781520833527,BOOK SHELF OF SIZES WOODEN MADE,17,1,16,0.0588,0.0588,0.2425,4.1231,0.0,17.0,94.12,Intermittent
783100870033,"COMPUTER TABLE, MAKE GODREJ, MODEL C-11",54,7,47,0.2222,0.5912,0.7689,3.46,0.6528,7.7143,87.04,Lumpy
787900195071,Godrej Chair Model PCH-5D02R,54,2,52,0.037,0.0363,0.1906,5.1469,0.0,27.0,96.3,Intermittent
787902055227,Kent RO Fully automatic with auto cut off UV+UF Potable Water Purification System,42,8,34,0.6905,7.2433,2.6913,3.8978,2.0155,5.25,80.95,Lumpy
789900328123,Office executive table Size 150X90X67 cm Right side - 03 Drawers & Left side one drawer,17,1,16,0.0588,0.0588,0.2425,4.1231,0.0,17.0,94.12,Intermittent
79010805,"DUNGRI CLOTH, COTTON KHADI, BLUE 91 CM WIDE TO SPEC.NO.IS:3778 / 1993 WITH AMENDMENT No.1, MARCH 200....",51,2,49,1.0784,29.3137,5.4142,5.0205,0.0083,25.5,96.08,Intermittent
79010866,"DUNGRY CLOTH COTTON KHADI BLEACHED TO IS: 3778-1993,AMENDMENT-1 IN A PIECE LENGTH OF 10 TO 20 METERS....",51,1,50,0.098,0.4902,0.7001,7.1414,0.0,51.0,98.04,Intermittent
790400130034,Blouse Handloom Light Blue,36,1,35,2.8889,300.4444,17.3333,6.0,0.0,36.0,97.22,Intermittent
79045558,"Saree Handloom Light Blue length-5.5 mtr. Width-1.2 mtr. to IS No. 748/90 variety No.-9, with blouse....",36,1,35,0.2222,1.7778,1.3333,6.0,0.0,36.0,97.22,Intermittent
79046850,Cut piece length 14S Shirt Grey (T.C) Basic Cloth(IS- 15852/2009 Width 90 cms) width 90 Cms and Scal....,36,3,33,40.4722,44670.9421,211.355,5.2222,1.2928,12.0,91.67,Lumpy
79247957,TROUSER GREY Bit TC 1.2 Mtr,36,3,33,23.7778,14833.0349,121.7909,5.122,1.2089,12.0,91.67,Lumpy
79315604,"INDUSTRIAL SAFETY FOOTWEAR CONFIRMING TO IS: 15298 PART 2, 2002 TO CLASSIFICATION I, DESIGN 'A' FOR ....",53,13,40,31.7547,10760.6887,103.7337,3.2667,1.8134,4.0769,75.47,Lumpy
79333485,"DUSTERS  COTTON KHADI  61 cms  x 61cms  SPECN: DUSTERS CLOTH COTTON KHADI BLEACHED  TO IS.3777/1994,....",51,2,49,0.4706,5.5741,2.361,5.017,0.0069,25.5,96.08,Intermittent
79338677,HONEY COMB TOWELS WHITE BLEACHED IS.854/91 VARIETY NO 3 OR IS.859/79 VARIETY NO 2 IN SIZE 152 X 81 C....,50,1,49,0.06,0.18,0.4243,7.0711,0.0,50.0,98.0,Intermittent
79339293,COTTON TURKISH TOWEL HANDLOOM WHITE SIZE 122X61 CMS TO IS:854/1991 OR LATEST. VARIETY NO.4 OR LATEST....,8,0,8,0.0,0.0,0.0,,,,100.0,Dead
795100540055,ELECTRICAL SAFETY SHOES,17,6,11,68.9412,75768.8088,275.2613,3.9927,4.6484,2.8333,64.71,Lumpy
79511843,WASTE COTTON WHITE UNTEASED  TO IS. 6612/79 OR LATEST.,12,0,12,0.0,0.0,0.0,,,,100.0,Dead
795900190130,JUNGLE HAT,21,6,15,62.0952,62650.1905,250.3002,4.0309,3.707,3.5,71.43,Lumpy
80010714,AXLE OIL MEDIUM TO IS:1628/1986.,26,2,24,0.0808,0.1132,0.3364,4.165,0.36,13.0,92.31,Intermittent
80090722,MINERAL JELLY FOR PROTECTING IRON & STEEL ARTICLES FROM RUST TO DGS&D SPECN. G/0-101/86.,15,1,14,1.3333,26.6667,5.164,3.873,0.0,15.0,93.33,Intermittent
81033515,NAPTHALENE WHITE BALLS PACKED IN POLYTHENE BAGS TO CONTAIN 250 GRAMS TO SPECN.539/1965 OR LATEST.,50,3,47,0.17,0.6695,0.8182,4.8131,0.4221,16.6667,94.0,Intermittent
81050264,DETERGENT BAR 250 GMS TO BRAND  RIN/HENKO/TIDE  AS IN ORIGINAL PACKING,50,2,48,0.72,15.3078,3.9125,5.434,0.1975,25.0,96.0,Intermittent
81050999,TOILET SOAP-TO BE SUPPLIED IN THE FORM OF SMOOTH CAKES OF MINIMUM 100 GRAMS EACH SECURELY PACKED. AC....,50,2,48,0.96,22.7331,4.7679,4.9666,0.0069,25.0,96.0,Intermittent
81070317,LIQUID ANTISEPTIC DETTOL IN PHIALS OF 50 ML.,51,0,51,0.0,0.0,0.0,,,,100.0,Dead
823000010357,Filtering Half Mask-Air Pollution Mask With Nose Clip N95,54,1,53,0.8704,40.9074,6.3959,7.3485,0.0,54.0,98.15,Intermittent
83041849,PAPER CARBON PENCIL 20.5 X 33 CM BLUE COLOUR SIMILAR TO KORES SAPPHIRE BRAND IS. 3450/1976.,51,1,50,9.8039,4901.9608,70.014,7.1414,0.0,51.0,98.04,Intermittent
83049400,PLAIN COPIER PAPER GSM 80+/-4% IN SIZE OF 210 X 297 MM (A4 SIZE) CONFORMING TO IS:14490/1997 (REAFFI....,51,5,46,0.3725,1.4384,1.1993,3.2193,0.0942,10.2,90.2,Intermittent
83049502,PLAIN COPIER PAPER GSM 80+/-4% IN SIZE OF 420 X 297 MM (A3 SIZE) CONFORMING TO IS:14490/1997 (REAFFI....,51,2,49,0.0588,0.0965,0.3106,5.2802,0.1111,25.5,96.08,Intermittent
83049540,PLAIN COPIER PAPER GSM 80 IN SIZE OF 210 X 297 MM (A4 SIZE) CONFORMING TOIS:14490/2018 WITH AMDT.NO.....,26,1,25,0.0769,0.1538,0.3922,5.099,0.0,26.0,96.15,Intermittent
83054110,"ENVELOPES MADE OF BROWN WRAPPER DOUBLE IMPERIAL, RIBBED KRAFT TO SIZE 26 X 11 CM. (10 1/2 X 4 1/2"") ....",38,0,38,0.0,0.0,0.0,,,,100.0,Dead
83057213,FILE BOOKS FILE COVERS WITH 1.3cm WIDE TAPE AND TWO TAGS 50cm COVER THICK 250mm x 370mm TO GISO APPR....,38,0,38,0.0,0.0,0.0,,,,100.0,Dead
83057225,FILE BOOKS FILE COVER WITH 1.3 CM WIDETAPE & 2 TAGS 50 CM OR OVER THIN 250 MM X 370 MM TO GISO APPD.....,51,1,50,0.3922,7.8431,2.8006,7.1414,0.0,51.0,98.04,Intermittent
831100020429,Monochrome Laser Printer,33,1,32,0.0303,0.0303,0.1741,5.7446,0.0,33.0,96.97,Intermittent
83904104,SEALING WAX BLACK PITCH BASE IN BOX OF 50 KGS TO IS.868/56.,42,1,41,0.2381,2.381,1.543,6.4807,0.0,42.0,97.62,Intermittent
83904827,TAG COTTON WHITE 60 CM LONG IN BUNDLES OF 100 EACH (SHOE LACE PATTERN ).,42,1,41,0.119,0.5952,0.7715,6.4807,0.0,42.0,97.62,Intermittent
83904839,TAG COTTON WHITE 30 CMS LONG IN BUNDLES OF 100 NOS. EACH (SHOE LACE PATTERN) CSO/M.077).,42,1,41,0.0476,0.0952,0.3086,6.4807,0.0,42.0,97.62,Intermittent
860130140864,PORTABLE FIRE EXTINGUISHER CO2 TYPE,54,3,51,0.5185,6.8204,2.6116,5.0366,0.4388,18.0,94.44,Intermittent
860130141200,CO2 Fire extinguisher 4.5Kg capacity with all fittings and accessories.,52,14,38,11.5385,1360.175,36.8805,3.1963,1.9669,3.7143,73.08,Lumpy
861600960026,FIRE ALARM ANALOGUE ADDRESSABLE AND RESETTABLE MANUAL CALL POINT WITH BACK BOX  AS PER RDSO/SPN/217/....,54,9,45,7.9074,1071.1799,32.7289,4.139,1.969,6.0,83.33,Lumpy
86900043,CANDLE WAX LONG ORDINARY 220.0 PLUS OR MINUS 5.0mm LONG FROM BOTTOM TO SHOULDER 20.0mm PLUS OR MINUS....,51,2,49,0.098,0.2502,0.5002,5.102,0.04,25.5,96.08,Intermittent
869037530032,"Unbranded Medium strength Thread Locking Adhesive, Size 50 milliliter",31,4,27,6.4516,546.5892,23.3792,3.6238,0.7688,7.75,87.1,Lumpy
910100820060,Aluminum sheet of Thick minimum 0.3mm,17,1,16,58.8235,58823.5294,242.5356,4.1231,0.0,17.0,94.12,Intermittent
98210191,Copper NonArsenical Lump,49,1,48,1.551,117.8776,10.8571,7.0,0.0,49.0,97.96,Intermittent
NA,Supply of GI pipes - 100mm dia-4.5mm thick as specified in Vol.II of the Tender document,47,0,47,0.0,0.0,0.0,,,,100.0,Dead
hpff7ab010a82bcd916f42dde7bb462cccc3c4e242,hp Intel Core i5 All in One PC with 23.8 Inch Display/ Windows 10 Professional,40,0,40,0.0,0.0,0.0,,,,100.0,Dead
